names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,date_fixed
"Emergency Declaration","08/03/2022 ",77,"Action, Drama, Mystery, Thriller","While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.","Song Kang-ho, Gu In-ho / Homicide Detective, Lee Byung-hun, Park Jae-hyuk / Passenger, Jeon Do-yeon, Kim Sook-hee / Minister, Kim Nam-gil, Choi Hyun-soo / Pilot, Yim Si-wan, Ryu Jin-seok / Passenger, Park Hae-jun, Tae-su / Blue House Crisis Management Centre Director, Lim Hyung-kook, Captain, Lee Yul-eum, Park Shi-young, Kim So-jin, Hee-jin / Flight Attendant"," 비상선언"," Released"," Korean",18052672,19200000,KR,2022-08-03
Blood,"01/27/2023 ",58,"Thriller, Horror","Jess, a newly separated mother and nurse, moves into her old family farmhouse with Tyler, her teenage daughter, and Owen, her eight-year-old son. One night, the family dog senses something in the woods and runs off to find it. He returns a couple of days later and attacks Owen, savagely biting him before Jess is able to intervene. Owen is rushed to the hospital. His condition worsens, and no one can figure out why... until Jess discovers a disturbing cure...","Michelle Monaghan, Jess, Skeet Ulrich, Patrick, Finlay Wojtak-Hissong, Owen, Skylar Morgan Jones, Tyler, June B. Wilde, Helen, Erik Athavale, Dr. Don Forsythe, Onalee Ames, Jess' Lawyer, Danika Frederick, Shelly, Jerni Stewart, Nurse",Blood," Released"," English",107000000,297177664,US,2023-01-27
Memory,"07/05/2022 ",70,"Action, Thriller, Crime","Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.","Liam Neeson, Alex Lewis, Guy Pearce, Vincent Serra, Taj Atwal, Linda Amistead, Harold Torres, Hugo Marquez, Monica Bellucci, Davana Sealman, Ray Stevenson, Detective Danny Mora, Stella Stocker, Maya, Antonio Jaramillo, Papa Leon, Louis Mandylor, Drunk Broker",Memory," Released"," English",63400000,11300000,AU,2022-07-05
"Orgasm Lecture 2","02/20/2020 ",100,Drama,"Yuner, Liu Ren, and Zhou Xian are college girlfriends. They went to the holiday house to take pictures and swim together during the holidays. However, the three women soon became bored. Yuner came up with the idea of seducing men and happened to encounter a handsome sports car The passing Shi Yu and the senior asked the three women for directions, and Yuner handed over the phone number to the two men, and this extraordinary experience began …","Min Do-yoon, , Park Soo-bin-III, , Hong Sae-hee, , Baek Se-ri, "," 오르가즘 특강 2"," Released"," Korean",201000000,1569323843.8,KR,2020-02-20
Whisper,"01/23/2022 ",64,"Horror, Thriller","A young Nurse is assigned to look after a patient in a remote location in the English countryside. As the night continues she finds herself terrorized by an unseen force that is connected with her patient.","Linda Louise Duan, Sam, Penelope Read, Dr. Carpenter, Arron Blake, Joe, Amy Secker, Gwen, Richard Conrad, The Patient, Nadia Nadif, The Old Hag, Carly Jolley, Clara, Ben Maytham, Peter, Roman Wood, Dr. Wright",Whisper," Released"," English",20000,211802400.4,GB,2022-01-23
"The Shack","04/27/2017 ",75,"Drama, Fantasy","After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.","Sam Worthington, Mack Phillips, Octavia Spencer, Papa / Elouisa, Tim McGraw, Willie, Aviv Alush, Jesus, Sumire Matsubara, Sarayu, Radha Mitchell, Nan Phillips, Graham Greene, Male Papa, Gage Munroe, Jose Phillips, Megan Charpentier, Kate Phillips","The Shack"," Released"," English",20000000,96860808,AU,2017-04-27
Eternals,"11/04/2021 ",70,"Science Fiction, Action, Adventure","The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind's most ancient enemy, the Deviants.","Gemma Chan, Sersi, Richard Madden, Ikaris, Angelina Jolie, Thena, Kumail Nanjiani, Kingo, Barry Keoghan, Druig, Lauren Ridloff, Makkari, Lia McHugh, Sprite, Brian Tyree Henry, Phastos, Ma Dong-seok, Gilgamesh",Eternals," Released"," English",200000000,401731759,AU,2021-11-04
"Doraemon: Nobita's Little Star Wars 2021","03/04/2022 ",57,"Animation, Science Fiction, Adventure","One day during summer vacation, a palm-sized alien named Papi appears from a small rocket that Nobita picks up. He is the president of Pirika, a small planet in outer space, and has come to Earth to escape the rebels. Doraemon and his friends are puzzled by Papi's small size, but as they play together using the secret tool "Small Light", they gradually become friends. However, a whale-shaped space battleship comes to earth and attacks Doraemon, Nobita and the others in order to capture Papi. Feeling responsible for getting everyone involved, Papi tries to stand up to the rebels. Doraemon and his friends leave for the planet Pirika to protect their dear friend and his home.","Wasabi Mizuta, Doraemon (voice), Megumi Oohara, Nobita (voice), Yumi Kakazu, Shizuka (voice), Subaru Kimura, Gian (voice), Tomokazu Seki, Suneo (voice), Shihoko Hagino, Dekisugi (voice), Teruyuki Kagawa, Gilmore (voice), Yuki Kaji, Rokoroko (voice), Takashi Komaba, Pilot (voice)"," 映画ドラえもん のび太の宇宙小戦争 2021"," Released"," Japanese",109000000,590124290.8,JP,2022-03-04
Dog,"03/17/2022 ",74,"Drama, Comedy","An army ranger and his dog embark on a road trip along the Pacific Coast Highway to attend a friend's funeral.","Channing Tatum, Jackson Briggs, Jane Adams, Tamara, Kevin Nash, Gus, Ethan Suplee, Noah, Bill Burr, Police Officer, Q'orianka Kilcher, Niki, Amanda Booth, Tiffany, Aqueela Zoll, Callan, Ronnie Gene Blevins, Keith",Dog," Released"," English",15000000,84677678,AU,2022-03-17
"The Invitation","08/25/2022 ",64,"Horror, Thriller","After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family's history.","Nathalie Emmanuel, Evie Alexander, Thomas Doherty, Walter De Ville, Sean Pertwee, Mr. Fields, Hugh Skinner, Oliver Alexander, Carol Ann Crawford, Mrs. Swift, Alana Boden, Lucy, Stephanie Corneliussen, Viktoria, Tian Chaudhry, Diya (Maid #5), Courtney Taylor, Grace","The Invitation"," Released"," English",1000000,354836,AU,2022-08-25
"The Conjuring: The Devil Made Me Do It","06/03/2021 ",75,"Horror, Mystery, Thriller","Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.","Patrick Wilson, Ed Warren, Vera Farmiga, Lorraine Warren, Ruairí O'Connor, Arne Cheyne Johnson, Sarah Catherine Hook, Debbie Glatzel, Julian Hilliard, David Glatzel, John Noble, Father Kastner, Eugenie Bondurant, The Occultist, Shannon Kook, Drew Thomas, Ronnie Gene Blevins, Bruno","The Conjuring: The Devil Made Me Do It"," Released"," English",40000000,200266441,AU,2021-06-03
"3-D Sex and Zen: Extreme Ecstasy","04/14/2011 ",48,"Drama, Adventure, Romance, Action, History","Loosely based on a 17th century erotic Chinese story named The Carnal Prayer Mat, the story follows a young scholar named Yangsheng who gets married to the beautiful daughter of a local merchant. When their sex life proves unsatisfactory, Yangsheng leaves home and journeys to the Pavilion of Ultimate Bliss.","Saori Hara, Ruizhu, 周防雪子, Dongmei, Tony Ho, Prince of Ning, Vonnie Lui, The Elder of Bliss, Leni Lan, Tie Yuxiang, Hiro Hayama, Wei Yangsheng, Carina Chan, Maid Xian Lan, Jason Yiu, Scholar Shun Shang Guang, Tenky Tin Kai-Man, Dique"," 3D肉蒲團之極樂寶鑑"," Released"," Cantonese",3500000,10308238,HK,2011-04-14
Control,"09/23/2022 ",54,"Science Fiction, Thriller, Mystery","A young mother awakens in a mysterious cell and is forced to harness her telekinetic abilities in order to escape and save her daughter.","Sara Mitich, Eileen, George Tchortov, Roger, Evie Loiselle, Eve, Karen LeBlanc, The Administrator",Control," Released"," English",6400000,8902141,US,2022-09-23
"Mortal Kombat","04/22/2021 ",71,"Action, Fantasy, Adventure","Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.","Lewis Tan, Cole Young, Jessica McNamee, Sonya Blade, Josh Lawson, Kano, Joe Taslim, Bi-Han / Sub-Zero, Mehcad Brooks, Jax Briggs, Matilda Kimber, Emily Young, Laura Brent, Allison Young, Tadanobu Asano, Lord Raiden, Hiroyuki Sanada, Hanzo Hasashi / Scorpion","Mortal Kombat"," Released"," English",55000000,83508259,AU,2021-04-22
"Mortal Kombat","04/22/2021 ",71,"Action, Fantasy, Adventure","Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.","Lewis Tan, Cole Young, Jessica McNamee, Sonya Blade, Josh Lawson, Kano, Joe Taslim, Bi-Han / Sub-Zero, Mehcad Brooks, Jax Briggs, Matilda Kimber, Emily Young, Laura Brent, Allison Young, Tadanobu Asano, Lord Raiden, Hiroyuki Sanada, Hanzo Hasashi / Scorpion","Mortal Kombat"," Released"," English",20000000,122133227,AU,2021-04-22
"Pirates of the Caribbean: The Curse of the Black Pearl","09/11/2003 ",78,"Adventure, Fantasy, Action","Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.","Johnny Depp, Jack Sparrow, Orlando Bloom, Will Turner, Keira Knightley, Elizabeth Swann, Geoffrey Rush, Hector Barbossa, Jack Davenport, James Norrington, Jonathan Pryce, Weatherby Swann, Lee Arenberg, Pintel, Mackenzie Crook, Ragetti, Damian O'Hare, Gillette","Pirates of the Caribbean: The Curse of the Black Pearl"," Released"," English",140000000,655011224,AU,2003-09-11
"Clifford the Big Red Dog","12/30/2021 ",72,"Family, Adventure, Comedy, Fantasy","As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.","Darby Camp, Emily Elizabeth, Jack Whitehall, Casey, Izaac Wang, Owen Yu, John Cleese, Mr. Bridwell, Tony Hale, Zack Tieran, David Alan Grier, Packard, Paul Rodríguez, Sanchez, Horatio Sanz, Raul, Sienna Guillory, Maggie","Clifford the Big Red Dog"," Released"," English",64000000,78418101,AU,2021-12-30
"Dragon Knight","03/21/2022 ",69,"Fantasy, Adventure, Action","Many years after the war has been lost, and all the dragons slain, a lone knight travels the lands of Agonos seeking to raise an army against the demon lord Abaddon. When a healer's vision reveals that one dragon still lives, and together with an eager young squire, the knight sets off in search of the fabled creature. As the armies of Abaddon descend on the human kingdoms, the dragon is their last hope of fending off the horde, before it lays waste to the lands of men. But does the creature even exist? And if it does, will it fight for them once more?","Ryan Livingstone, Braedyn, Megan Tremethick, Jigme, Regan Walker, Edwin, Michael Daviot, Highfather Albens","Dragon Knight"," Released"," English",149000000,526557525.4,GB,2022-03-21
Cruella,"05/27/2021 ",81,"Comedy, Crime","In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella's flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.","Emma Stone, Estella / Cruella, Emma Thompson, The Baroness, Joel Fry, Jasper, Paul Walter Hauser, Horace, Mark Strong, John the Valet, Tipper Seifert-Cleveland, Estella (12 yrs), Kirby Howell-Baptiste, Anita Darling, Emily Beecham, Catherine, John McCrea, Artie",Cruella," Released"," English",200000000,233503234,AU,2021-05-27
"The Suicide Squad","08/05/2021 ",76,"Action, Comedy, Adventure","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","Margot Robbie, Harleen Quinzel / Harley Quinn, Idris Elba, Robert DuBois / Bloodsport, John Cena, Christopher Smith / Peacemaker, Joel Kinnaman, Colonel Rick Flag, Sylvester Stallone, Nanaue / King Shark (voice), Viola Davis, Amanda Waller, David Dastmalchian, Abner Krill / Polka-Dot Man, Daniela Melchior, Cleo Cazo / Ratcatcher 2, Michael Rooker, Brian Durlin / Savant","The Suicide Squad"," Released"," English",185000000,167097737,AU,2021-08-05
